run_combo,n_models,blend_mode,temperature,weights,oof_macro_f1,submission_fp
baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,2,geom,1.0,"{'baseline_convnext_tiny_img320_20260328_233846': 0.6895, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.3105}",0.9130926488862893,2662ab1bd253d3ba574db77512390a75
baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,2,geom,0.95,"{'baseline_convnext_tiny_img320_20260328_233846': 0.6895, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.3105}",0.9130926488862893,2662ab1bd253d3ba574db77512390a75
baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,2,geom,1.05,"{'baseline_convnext_tiny_img320_20260328_233846': 0.6895, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.3105}",0.9130926488862893,2662ab1bd253d3ba574db77512390a75
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,3,geom,0.95,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.8201, 'baseline_convnext_tiny_img320_20260328_233846': 0.0875, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.0924}",0.9130919259544891,e1da0daefab6609784d302d3556dc3c8
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,3,arith,0.95,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.8201, 'baseline_convnext_tiny_img320_20260328_233846': 0.0875, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.0924}",0.9130919259544891,e1da0daefab6609784d302d3556dc3c8
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,3,arith,1.05,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.8201, 'baseline_convnext_tiny_img320_20260328_233846': 0.0875, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.0924}",0.9130919259544891,e1da0daefab6609784d302d3556dc3c8
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,3,geom,1.0,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.8201, 'baseline_convnext_tiny_img320_20260328_233846': 0.0875, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.0924}",0.9130919259544891,e1da0daefab6609784d302d3556dc3c8
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,3,arith,1.0,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.8201, 'baseline_convnext_tiny_img320_20260328_233846': 0.0875, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.0924}",0.9130919259544891,e1da0daefab6609784d302d3556dc3c8
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,3,geom,1.05,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.8201, 'baseline_convnext_tiny_img320_20260328_233846': 0.0875, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.0924}",0.9130919259544891,e1da0daefab6609784d302d3556dc3c8
baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,2,geom,1.0,"{'baseline_convnext_tiny_img320_20260328_233846': 0.7641, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.2359}",0.9130841357265695,9f015627c498c531841aeb837759b49e
baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,2,geom,1.0,"{'baseline_convnext_tiny_img320_20260328_233846': 0.7231, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.2769}",0.9130841357265695,2662ab1bd253d3ba574db77512390a75
baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,2,geom,0.95,"{'baseline_convnext_tiny_img320_20260328_233846': 0.7567, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.2433}",0.9130841357265695,2662ab1bd253d3ba574db77512390a75
baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,2,geom,0.95,"{'baseline_convnext_tiny_img320_20260328_233846': 0.7397, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.2603}",0.9130841357265695,2662ab1bd253d3ba574db77512390a75
baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,2,geom,0.95,"{'baseline_convnext_tiny_img320_20260328_233846': 0.7229, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.2771}",0.9130841357265695,2662ab1bd253d3ba574db77512390a75
baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,2,geom,0.95,"{'baseline_convnext_tiny_img320_20260328_233846': 0.7468, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.2532}",0.9130841357265695,2662ab1bd253d3ba574db77512390a75
baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,2,geom,0.95,"{'baseline_convnext_tiny_img320_20260328_233846': 0.7458, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.2542}",0.9130841357265695,2662ab1bd253d3ba574db77512390a75
baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,2,geom,0.95,"{'baseline_convnext_tiny_img320_20260328_233846': 0.7527, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.2473}",0.9130841357265695,2662ab1bd253d3ba574db77512390a75
baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,2,geom,0.95,"{'baseline_convnext_tiny_img320_20260328_233846': 0.7231, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.2769}",0.9130841357265695,2662ab1bd253d3ba574db77512390a75
baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,2,geom,0.95,"{'baseline_convnext_tiny_img320_20260328_233846': 0.7413, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.2587}",0.9130841357265695,2662ab1bd253d3ba574db77512390a75
baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,2,geom,0.95,"{'baseline_convnext_tiny_img320_20260328_233846': 0.7542, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.2458}",0.9130841357265695,2662ab1bd253d3ba574db77512390a75
baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,2,geom,1.0,"{'baseline_convnext_tiny_img320_20260328_233846': 0.7413, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.2587}",0.9130841357265695,2662ab1bd253d3ba574db77512390a75
baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,2,geom,1.0,"{'baseline_convnext_tiny_img320_20260328_233846': 0.7527, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.2473}",0.9130841357265695,2662ab1bd253d3ba574db77512390a75
baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,2,geom,1.0,"{'baseline_convnext_tiny_img320_20260328_233846': 0.7397, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.2603}",0.9130841357265695,2662ab1bd253d3ba574db77512390a75
baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,2,geom,1.0,"{'baseline_convnext_tiny_img320_20260328_233846': 0.7458, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.2542}",0.9130841357265695,2662ab1bd253d3ba574db77512390a75
baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,2,geom,1.0,"{'baseline_convnext_tiny_img320_20260328_233846': 0.7567, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.2433}",0.9130841357265695,2662ab1bd253d3ba574db77512390a75
baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,2,geom,1.05,"{'baseline_convnext_tiny_img320_20260328_233846': 0.7527, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.2473}",0.9130841357265695,2662ab1bd253d3ba574db77512390a75
baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,2,geom,1.05,"{'baseline_convnext_tiny_img320_20260328_233846': 0.7458, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.2542}",0.9130841357265695,2662ab1bd253d3ba574db77512390a75
baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,2,geom,1.0,"{'baseline_convnext_tiny_img320_20260328_233846': 0.7229, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.2771}",0.9130841357265695,2662ab1bd253d3ba574db77512390a75
baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,2,geom,1.05,"{'baseline_convnext_tiny_img320_20260328_233846': 0.7397, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.2603}",0.9130841357265695,2662ab1bd253d3ba574db77512390a75
baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,2,geom,1.05,"{'baseline_convnext_tiny_img320_20260328_233846': 0.7567, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.2433}",0.9130841357265695,2662ab1bd253d3ba574db77512390a75
baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,2,geom,0.95,"{'baseline_convnext_tiny_img320_20260328_233846': 0.7641, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.2359}",0.9130841357265695,9f015627c498c531841aeb837759b49e
baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,2,geom,1.05,"{'baseline_convnext_tiny_img320_20260328_233846': 0.7468, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.2532}",0.9130841357265695,2662ab1bd253d3ba574db77512390a75
baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,2,geom,1.05,"{'baseline_convnext_tiny_img320_20260328_233846': 0.7542, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.2458}",0.9130841357265695,2662ab1bd253d3ba574db77512390a75
baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,2,geom,1.0,"{'baseline_convnext_tiny_img320_20260328_233846': 0.7542, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.2458}",0.9130841357265695,2662ab1bd253d3ba574db77512390a75
baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,2,geom,1.05,"{'baseline_convnext_tiny_img320_20260328_233846': 0.7641, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.2359}",0.9130841357265695,9f015627c498c531841aeb837759b49e
baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,2,geom,1.05,"{'baseline_convnext_tiny_img320_20260328_233846': 0.7229, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.2771}",0.9130841357265695,2662ab1bd253d3ba574db77512390a75
baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,2,geom,1.0,"{'baseline_convnext_tiny_img320_20260328_233846': 0.7468, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.2532}",0.9130841357265695,2662ab1bd253d3ba574db77512390a75
baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,2,geom,1.05,"{'baseline_convnext_tiny_img320_20260328_233846': 0.7231, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.2769}",0.9130841357265695,2662ab1bd253d3ba574db77512390a75
baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,2,geom,1.05,"{'baseline_convnext_tiny_img320_20260328_233846': 0.7413, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.2587}",0.9130841357265695,2662ab1bd253d3ba574db77512390a75
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,3,arith,1.05,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.0836, 'baseline_convnext_tiny_img320_20260328_233846': 0.3107, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.6057}",0.9130816855568188,e90358fa4e15e47687f6695ec22eec5f
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,3,arith,0.95,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.1, 'baseline_convnext_tiny_img320_20260328_233846': 0.3, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.6}",0.9130816855568188,e90358fa4e15e47687f6695ec22eec5f
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,3,geom,0.95,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.1918, 'baseline_convnext_tiny_img320_20260328_233846': 0.7964, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.0118}",0.9130747551530977,62c844671fe56f77d11e29de4cd2f877
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,3,geom,1.05,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.1731, 'baseline_convnext_tiny_img320_20260328_233846': 0.7889, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.038}",0.9130747551530977,62c844671fe56f77d11e29de4cd2f877
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,3,geom,1.05,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.1918, 'baseline_convnext_tiny_img320_20260328_233846': 0.7964, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.0118}",0.9130747551530977,62c844671fe56f77d11e29de4cd2f877
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,3,geom,1.0,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.1731, 'baseline_convnext_tiny_img320_20260328_233846': 0.7889, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.038}",0.9130747551530977,62c844671fe56f77d11e29de4cd2f877
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,3,geom,1.0,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.1918, 'baseline_convnext_tiny_img320_20260328_233846': 0.7964, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.0118}",0.9130747551530977,62c844671fe56f77d11e29de4cd2f877
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,3,geom,0.95,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.1731, 'baseline_convnext_tiny_img320_20260328_233846': 0.7889, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.038}",0.9130747551530977,62c844671fe56f77d11e29de4cd2f877
baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,2,arith,1.0,"{'baseline_convnext_tiny_img320_20260328_233846': 0.6168, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.3832}",0.9130729684428034,a0a907f477d2b9bdd2193c9870c5032c
baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,2,arith,0.95,"{'baseline_convnext_tiny_img320_20260328_233846': 0.6168, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.3832}",0.9130729684428034,a0a907f477d2b9bdd2193c9870c5032c
baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,2,arith,1.05,"{'baseline_convnext_tiny_img320_20260328_233846': 0.6168, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.3832}",0.9130729684428034,a0a907f477d2b9bdd2193c9870c5032c
baseline_efficientnet_b3_img288_20260328_213015 | baseline_resnext50_32x4d_img224_20260328_222704,2,arith,0.95,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.2989, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.7011}",0.9129800675578745,8b9ce19e35f3ab44c603eb5f7899f9f5
baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,2,geom,1.0,"{'baseline_convnext_tiny_img320_20260328_233846': 0.6685, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.3315}",0.912881563749791,2662ab1bd253d3ba574db77512390a75
baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,2,geom,1.05,"{'baseline_convnext_tiny_img320_20260328_233846': 0.6725, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.3275}",0.912881563749791,2662ab1bd253d3ba574db77512390a75
baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,2,geom,1.0,"{'baseline_convnext_tiny_img320_20260328_233846': 0.6725, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.3275}",0.912881563749791,2662ab1bd253d3ba574db77512390a75
baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,2,geom,1.05,"{'baseline_convnext_tiny_img320_20260328_233846': 0.675, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.325}",0.912881563749791,2662ab1bd253d3ba574db77512390a75
baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,2,geom,1.0,"{'baseline_convnext_tiny_img320_20260328_233846': 0.675, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.325}",0.912881563749791,2662ab1bd253d3ba574db77512390a75
baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,2,geom,0.95,"{'baseline_convnext_tiny_img320_20260328_233846': 0.6765, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.3235}",0.912881563749791,2662ab1bd253d3ba574db77512390a75
baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,2,geom,1.0,"{'baseline_convnext_tiny_img320_20260328_233846': 0.6727, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.3273}",0.912881563749791,2662ab1bd253d3ba574db77512390a75
baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,2,geom,1.05,"{'baseline_convnext_tiny_img320_20260328_233846': 0.6685, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.3315}",0.912881563749791,2662ab1bd253d3ba574db77512390a75
baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,2,geom,1.05,"{'baseline_convnext_tiny_img320_20260328_233846': 0.6727, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.3273}",0.912881563749791,2662ab1bd253d3ba574db77512390a75
baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,2,geom,1.05,"{'baseline_convnext_tiny_img320_20260328_233846': 0.6765, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.3235}",0.912881563749791,2662ab1bd253d3ba574db77512390a75
baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,2,geom,1.0,"{'baseline_convnext_tiny_img320_20260328_233846': 0.6765, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.3235}",0.912881563749791,2662ab1bd253d3ba574db77512390a75
baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,2,geom,0.95,"{'baseline_convnext_tiny_img320_20260328_233846': 0.675, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.325}",0.912881563749791,2662ab1bd253d3ba574db77512390a75
baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,2,geom,0.95,"{'baseline_convnext_tiny_img320_20260328_233846': 0.6725, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.3275}",0.912881563749791,2662ab1bd253d3ba574db77512390a75
baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,2,geom,0.95,"{'baseline_convnext_tiny_img320_20260328_233846': 0.6685, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.3315}",0.912881563749791,2662ab1bd253d3ba574db77512390a75
baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,2,geom,0.95,"{'baseline_convnext_tiny_img320_20260328_233846': 0.6727, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.3273}",0.912881563749791,2662ab1bd253d3ba574db77512390a75
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,3,arith,1.0,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.2222, 'baseline_convnext_tiny_img320_20260328_233846': 0.7224, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.0554}",0.9128744471105464,62c844671fe56f77d11e29de4cd2f877
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,3,arith,1.05,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.2222, 'baseline_convnext_tiny_img320_20260328_233846': 0.7224, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.0554}",0.9128744471105464,62c844671fe56f77d11e29de4cd2f877
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,3,arith,0.95,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.2222, 'baseline_convnext_tiny_img320_20260328_233846': 0.7224, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.0554}",0.9128744471105464,62c844671fe56f77d11e29de4cd2f877
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,3,geom,1.05,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.0381, 'baseline_convnext_tiny_img320_20260328_233846': 0.2514, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.7105}",0.9128454064717298,17cbe5b4ff0ea1a72c7b7efa61638d1c
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,3,geom,0.95,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.0381, 'baseline_convnext_tiny_img320_20260328_233846': 0.2514, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.7105}",0.9128454064717298,17cbe5b4ff0ea1a72c7b7efa61638d1c
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,3,geom,1.0,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.0381, 'baseline_convnext_tiny_img320_20260328_233846': 0.2514, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.7105}",0.9128454064717298,17cbe5b4ff0ea1a72c7b7efa61638d1c
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,3,arith,1.05,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.013, 'baseline_convnext_tiny_img320_20260328_233846': 0.9477, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.0392}",0.9128066615365213,a3daab2f0949e5ad1f3a561e89591585
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,3,geom,1.05,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.055, 'baseline_convnext_tiny_img320_20260328_233846': 0.9026, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.0424}",0.9128066615365213,7ddfdf70a250c96b9b61b31a0b22f81a
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,3,geom,0.95,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.0375, 'baseline_convnext_tiny_img320_20260328_233846': 0.9201, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.0424}",0.9128066615365213,7ddfdf70a250c96b9b61b31a0b22f81a
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,3,geom,0.95,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.055, 'baseline_convnext_tiny_img320_20260328_233846': 0.9026, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.0424}",0.9128066615365213,7ddfdf70a250c96b9b61b31a0b22f81a
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,3,arith,0.95,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.0375, 'baseline_convnext_tiny_img320_20260328_233846': 0.9201, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.0424}",0.9128066615365213,21fdfb3a01acee0f46603f1c462b5b5a
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,3,arith,0.95,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.055, 'baseline_convnext_tiny_img320_20260328_233846': 0.9026, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.0424}",0.9128066615365213,7ddfdf70a250c96b9b61b31a0b22f81a
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,3,arith,1.0,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.0375, 'baseline_convnext_tiny_img320_20260328_233846': 0.9201, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.0424}",0.9128066615365213,21fdfb3a01acee0f46603f1c462b5b5a
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,3,arith,1.05,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.0375, 'baseline_convnext_tiny_img320_20260328_233846': 0.9201, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.0424}",0.9128066615365213,21fdfb3a01acee0f46603f1c462b5b5a
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,3,geom,1.0,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.055, 'baseline_convnext_tiny_img320_20260328_233846': 0.9026, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.0424}",0.9128066615365213,7ddfdf70a250c96b9b61b31a0b22f81a
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,3,arith,1.05,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.055, 'baseline_convnext_tiny_img320_20260328_233846': 0.9026, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.0424}",0.9128066615365213,7ddfdf70a250c96b9b61b31a0b22f81a
