run_combo,n_models,blend_mode,temperature,weights,oof_macro_f1,submission_fp
baseline_efficientnet_b3_img288_20260328_213015 | baseline_resnext50_32x4d_img224_20260328_222704,2,geom,1.05,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.546, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.454}",0.9153565395201667,7eea21b29721227a504dcbece6cd0304
baseline_efficientnet_b3_img288_20260328_213015 | baseline_resnext50_32x4d_img224_20260328_222704,2,geom,0.95,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.546, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.454}",0.9153565395201667,7eea21b29721227a504dcbece6cd0304
baseline_efficientnet_b3_img288_20260328_213015 | baseline_resnext50_32x4d_img224_20260328_222704,2,geom,1.0,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.546, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.454}",0.9153565395201667,7eea21b29721227a504dcbece6cd0304
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846,2,geom,1.0,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.3666, 'baseline_convnext_tiny_img320_20260328_233846': 0.6334}",0.9153301925400542,2044fc1ee5d28cbb9707512995cc757e
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,3,geom,0.95,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.3397, 'baseline_convnext_tiny_img320_20260328_233846': 0.6253, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.035}",0.9153301925400542,2044fc1ee5d28cbb9707512995cc757e
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846,2,geom,1.0,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.3754, 'baseline_convnext_tiny_img320_20260328_233846': 0.6246}",0.9153301925400542,2044fc1ee5d28cbb9707512995cc757e
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846,2,geom,1.05,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.3632, 'baseline_convnext_tiny_img320_20260328_233846': 0.6368}",0.9153301925400542,2044fc1ee5d28cbb9707512995cc757e
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846,2,geom,0.95,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.3683, 'baseline_convnext_tiny_img320_20260328_233846': 0.6317}",0.9153301925400542,2044fc1ee5d28cbb9707512995cc757e
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846,2,geom,0.95,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.3632, 'baseline_convnext_tiny_img320_20260328_233846': 0.6368}",0.9153301925400542,2044fc1ee5d28cbb9707512995cc757e
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846,2,geom,1.05,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.3754, 'baseline_convnext_tiny_img320_20260328_233846': 0.6246}",0.9153301925400542,2044fc1ee5d28cbb9707512995cc757e
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846,2,geom,0.95,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.3666, 'baseline_convnext_tiny_img320_20260328_233846': 0.6334}",0.9153301925400542,2044fc1ee5d28cbb9707512995cc757e
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,3,geom,1.05,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.3397, 'baseline_convnext_tiny_img320_20260328_233846': 0.6253, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.035}",0.9153301925400542,2044fc1ee5d28cbb9707512995cc757e
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,3,geom,1.0,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.3397, 'baseline_convnext_tiny_img320_20260328_233846': 0.6253, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.035}",0.9153301925400542,2044fc1ee5d28cbb9707512995cc757e
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846,2,geom,1.0,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.3603, 'baseline_convnext_tiny_img320_20260328_233846': 0.6397}",0.9153301925400542,2044fc1ee5d28cbb9707512995cc757e
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846,2,geom,1.05,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.3628, 'baseline_convnext_tiny_img320_20260328_233846': 0.6372}",0.9153301925400542,2044fc1ee5d28cbb9707512995cc757e
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846,2,geom,1.05,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.3603, 'baseline_convnext_tiny_img320_20260328_233846': 0.6397}",0.9153301925400542,2044fc1ee5d28cbb9707512995cc757e
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846,2,geom,0.95,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.3628, 'baseline_convnext_tiny_img320_20260328_233846': 0.6372}",0.9153301925400542,2044fc1ee5d28cbb9707512995cc757e
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846,2,geom,1.0,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.3632, 'baseline_convnext_tiny_img320_20260328_233846': 0.6368}",0.9153301925400542,2044fc1ee5d28cbb9707512995cc757e
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846,2,geom,0.95,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.3754, 'baseline_convnext_tiny_img320_20260328_233846': 0.6246}",0.9153301925400542,2044fc1ee5d28cbb9707512995cc757e
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846,2,geom,1.0,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.3683, 'baseline_convnext_tiny_img320_20260328_233846': 0.6317}",0.9153301925400542,2044fc1ee5d28cbb9707512995cc757e
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846,2,geom,1.05,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.3666, 'baseline_convnext_tiny_img320_20260328_233846': 0.6334}",0.9153301925400542,2044fc1ee5d28cbb9707512995cc757e
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846,2,geom,1.05,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.3683, 'baseline_convnext_tiny_img320_20260328_233846': 0.6317}",0.9153301925400542,2044fc1ee5d28cbb9707512995cc757e
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846,2,geom,1.0,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.3628, 'baseline_convnext_tiny_img320_20260328_233846': 0.6372}",0.9153301925400542,2044fc1ee5d28cbb9707512995cc757e
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846,2,geom,0.95,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.3603, 'baseline_convnext_tiny_img320_20260328_233846': 0.6397}",0.9153301925400542,2044fc1ee5d28cbb9707512995cc757e
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,3,geom,1.0,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.1623, 'baseline_convnext_tiny_img320_20260328_233846': 0.7062, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.1316}",0.9153123438611405,62c844671fe56f77d11e29de4cd2f877
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,3,geom,0.95,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.1623, 'baseline_convnext_tiny_img320_20260328_233846': 0.7062, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.1316}",0.9153123438611405,62c844671fe56f77d11e29de4cd2f877
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,3,geom,1.05,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.1623, 'baseline_convnext_tiny_img320_20260328_233846': 0.7062, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.1316}",0.9153123438611405,62c844671fe56f77d11e29de4cd2f877
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,3,geom,0.95,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.1069, 'baseline_convnext_tiny_img320_20260328_233846': 0.6078, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.2854}",0.9152875272654294,a0a907f477d2b9bdd2193c9870c5032c
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,3,geom,1.0,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.1069, 'baseline_convnext_tiny_img320_20260328_233846': 0.6078, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.2854}",0.9152875272654294,a0a907f477d2b9bdd2193c9870c5032c
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,3,geom,1.05,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.1069, 'baseline_convnext_tiny_img320_20260328_233846': 0.6078, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.2854}",0.9152875272654294,a0a907f477d2b9bdd2193c9870c5032c
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,3,arith,1.05,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.6082, 'baseline_convnext_tiny_img320_20260328_233846': 0.0675, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.3243}",0.9152762480362061,4bc27867757ca6233c5f4b54b6bf575d
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,3,arith,1.0,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.6082, 'baseline_convnext_tiny_img320_20260328_233846': 0.0675, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.3243}",0.9152762480362061,4bc27867757ca6233c5f4b54b6bf575d
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,3,arith,0.95,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.6385, 'baseline_convnext_tiny_img320_20260328_233846': 0.1361, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.2255}",0.9152762480362061,68b611d3141d7d1def484dbb9a2988cf
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,3,arith,0.95,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.6082, 'baseline_convnext_tiny_img320_20260328_233846': 0.0675, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.3243}",0.9152762480362061,4bc27867757ca6233c5f4b54b6bf575d
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,3,arith,1.05,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.6613, 'baseline_convnext_tiny_img320_20260328_233846': 0.0601, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.2786}",0.9152743459334397,4bc27867757ca6233c5f4b54b6bf575d
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,3,arith,0.95,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.6613, 'baseline_convnext_tiny_img320_20260328_233846': 0.0601, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.2786}",0.9152743459334397,4bc27867757ca6233c5f4b54b6bf575d
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,3,arith,1.0,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.6613, 'baseline_convnext_tiny_img320_20260328_233846': 0.0601, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.2786}",0.9152743459334397,4bc27867757ca6233c5f4b54b6bf575d
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846,2,arith,1.05,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.7112, 'baseline_convnext_tiny_img320_20260328_233846': 0.2888}",0.9152670856241963,2c96147502e262991019ffe0e22068c1
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846,2,arith,1.0,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.71, 'baseline_convnext_tiny_img320_20260328_233846': 0.29}",0.9152670856241963,2c96147502e262991019ffe0e22068c1
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846,2,arith,1.05,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.7161, 'baseline_convnext_tiny_img320_20260328_233846': 0.2839}",0.9152670856241963,2c96147502e262991019ffe0e22068c1
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846,2,arith,1.0,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.7144, 'baseline_convnext_tiny_img320_20260328_233846': 0.2856}",0.9152670856241963,2c96147502e262991019ffe0e22068c1
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846,2,arith,1.0,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.7112, 'baseline_convnext_tiny_img320_20260328_233846': 0.2888}",0.9152670856241963,2c96147502e262991019ffe0e22068c1
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846,2,arith,1.05,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.7229, 'baseline_convnext_tiny_img320_20260328_233846': 0.2771}",0.9152670856241963,2c96147502e262991019ffe0e22068c1
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846,2,arith,1.05,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.7231, 'baseline_convnext_tiny_img320_20260328_233846': 0.2769}",0.9152670856241963,2c96147502e262991019ffe0e22068c1
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846,2,arith,1.05,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.7143, 'baseline_convnext_tiny_img320_20260328_233846': 0.2857}",0.9152670856241963,2c96147502e262991019ffe0e22068c1
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846,2,arith,0.95,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.7113, 'baseline_convnext_tiny_img320_20260328_233846': 0.2887}",0.9152670856241963,2c96147502e262991019ffe0e22068c1
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846,2,arith,1.0,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.7161, 'baseline_convnext_tiny_img320_20260328_233846': 0.2839}",0.9152670856241963,2c96147502e262991019ffe0e22068c1
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846,2,arith,0.95,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.7112, 'baseline_convnext_tiny_img320_20260328_233846': 0.2888}",0.9152670856241963,2c96147502e262991019ffe0e22068c1
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846,2,arith,1.05,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.7144, 'baseline_convnext_tiny_img320_20260328_233846': 0.2856}",0.9152670856241963,2c96147502e262991019ffe0e22068c1
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846,2,arith,1.0,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.7143, 'baseline_convnext_tiny_img320_20260328_233846': 0.2857}",0.9152670856241963,2c96147502e262991019ffe0e22068c1
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846,2,arith,1.05,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.7113, 'baseline_convnext_tiny_img320_20260328_233846': 0.2887}",0.9152670856241963,2c96147502e262991019ffe0e22068c1
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846,2,arith,1.0,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.7113, 'baseline_convnext_tiny_img320_20260328_233846': 0.2887}",0.9152670856241963,2c96147502e262991019ffe0e22068c1
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846,2,arith,1.05,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.71, 'baseline_convnext_tiny_img320_20260328_233846': 0.29}",0.9152670856241963,2c96147502e262991019ffe0e22068c1
baseline_efficientnet_b3_img288_20260328_213015 | baseline_resnext50_32x4d_img224_20260328_222704,2,arith,1.05,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.8842, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.1158}",0.915264847172537,3ca2d6085eeca5eccd8810c824839fc9
baseline_efficientnet_b3_img288_20260328_213015 | baseline_resnext50_32x4d_img224_20260328_222704,2,arith,1.05,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.8759, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.1241}",0.915264847172537,3ca2d6085eeca5eccd8810c824839fc9
baseline_efficientnet_b3_img288_20260328_213015 | baseline_resnext50_32x4d_img224_20260328_222704,2,arith,1.0,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.8822, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.1178}",0.915264847172537,3ca2d6085eeca5eccd8810c824839fc9
baseline_efficientnet_b3_img288_20260328_213015 | baseline_resnext50_32x4d_img224_20260328_222704,2,arith,0.95,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.8759, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.1241}",0.915264847172537,3ca2d6085eeca5eccd8810c824839fc9
baseline_efficientnet_b3_img288_20260328_213015 | baseline_resnext50_32x4d_img224_20260328_222704,2,arith,1.05,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.8822, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.1178}",0.915264847172537,3ca2d6085eeca5eccd8810c824839fc9
baseline_efficientnet_b3_img288_20260328_213015 | baseline_resnext50_32x4d_img224_20260328_222704,2,arith,1.0,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.8759, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.1241}",0.915264847172537,3ca2d6085eeca5eccd8810c824839fc9
baseline_efficientnet_b3_img288_20260328_213015 | baseline_resnext50_32x4d_img224_20260328_222704,2,arith,1.0,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.8842, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.1158}",0.915264847172537,3ca2d6085eeca5eccd8810c824839fc9
baseline_efficientnet_b3_img288_20260328_213015 | baseline_resnext50_32x4d_img224_20260328_222704,2,arith,1.0,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.8871, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.1129}",0.915264847172537,a27618e9c3a858c3540224ceb74262d2
baseline_efficientnet_b3_img288_20260328_213015 | baseline_resnext50_32x4d_img224_20260328_222704,2,arith,1.05,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.8871, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.1129}",0.915264847172537,3ca2d6085eeca5eccd8810c824839fc9
baseline_efficientnet_b3_img288_20260328_213015 | baseline_resnext50_32x4d_img224_20260328_222704,2,arith,0.95,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.8822, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.1178}",0.915264847172537,3ca2d6085eeca5eccd8810c824839fc9
baseline_efficientnet_b3_img288_20260328_213015 | baseline_resnext50_32x4d_img224_20260328_222704,2,arith,0.95,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.8871, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.1129}",0.915264847172537,a27618e9c3a858c3540224ceb74262d2
baseline_efficientnet_b3_img288_20260328_213015 | baseline_resnext50_32x4d_img224_20260328_222704,2,arith,0.95,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.8842, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.1158}",0.915264847172537,3ca2d6085eeca5eccd8810c824839fc9
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,3,arith,0.95,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.5, 'baseline_convnext_tiny_img320_20260328_233846': 0.4, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.1}",0.9152625136788773,fad3d045380706976647d6b5d9441977
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,3,arith,1.05,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.5, 'baseline_convnext_tiny_img320_20260328_233846': 0.4, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.1}",0.9152625136788773,fad3d045380706976647d6b5d9441977
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846 | baseline_resnext50_32x4d_img224_20260328_222704,3,arith,1.0,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.5, 'baseline_convnext_tiny_img320_20260328_233846': 0.4, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.1}",0.9152625136788773,fad3d045380706976647d6b5d9441977
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846,2,arith,1.05,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.9737, 'baseline_convnext_tiny_img320_20260328_233846': 0.0263}",0.9152493888462597,9f31490fe97fe74649e0e136954de2ad
baseline_efficientnet_b3_img288_20260328_213015 | baseline_resnext50_32x4d_img224_20260328_222704,2,geom,1.05,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.9673, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.0327}",0.9152493888462597,6e1e17a2b82bf30198f01550710e42f4
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846,2,arith,1.0,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.9737, 'baseline_convnext_tiny_img320_20260328_233846': 0.0263}",0.9152493888462597,9f31490fe97fe74649e0e136954de2ad
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846,2,geom,0.95,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.9773, 'baseline_convnext_tiny_img320_20260328_233846': 0.0227}",0.9152493888462597,9f31490fe97fe74649e0e136954de2ad
baseline_efficientnet_b3_img288_20260328_213015 | baseline_resnext50_32x4d_img224_20260328_222704,2,arith,1.0,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.9616, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.0384}",0.9152493888462597,6e1e17a2b82bf30198f01550710e42f4
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846,2,arith,1.0,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.9616, 'baseline_convnext_tiny_img320_20260328_233846': 0.0384}",0.9152493888462597,322e2dfedee8c3502af9a6b230f47316
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846,2,arith,0.95,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.9616, 'baseline_convnext_tiny_img320_20260328_233846': 0.0384}",0.9152493888462597,322e2dfedee8c3502af9a6b230f47316
baseline_efficientnet_b3_img288_20260328_213015 | baseline_resnext50_32x4d_img224_20260328_222704,2,geom,1.05,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.9773, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.0227}",0.9152493888462597,7706904feebca5cc14277100d68853dd
baseline_efficientnet_b3_img288_20260328_213015 | baseline_resnext50_32x4d_img224_20260328_222704,2,geom,1.0,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.9673, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.0327}",0.9152493888462597,6e1e17a2b82bf30198f01550710e42f4
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846,2,arith,1.0,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.9673, 'baseline_convnext_tiny_img320_20260328_233846': 0.0327}",0.9152493888462597,9f31490fe97fe74649e0e136954de2ad
baseline_efficientnet_b3_img288_20260328_213015 | baseline_resnext50_32x4d_img224_20260328_222704,2,arith,0.95,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.9673, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.0327}",0.9152493888462597,7706904feebca5cc14277100d68853dd
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846,2,geom,1.05,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.9737, 'baseline_convnext_tiny_img320_20260328_233846': 0.0263}",0.9152493888462597,9f31490fe97fe74649e0e136954de2ad
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846,2,arith,0.95,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.9673, 'baseline_convnext_tiny_img320_20260328_233846': 0.0327}",0.9152493888462597,9f31490fe97fe74649e0e136954de2ad
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846,2,geom,0.95,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.9737, 'baseline_convnext_tiny_img320_20260328_233846': 0.0263}",0.9152493888462597,9f31490fe97fe74649e0e136954de2ad
baseline_efficientnet_b3_img288_20260328_213015 | baseline_resnext50_32x4d_img224_20260328_222704,2,geom,0.95,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.9673, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.0327}",0.9152493888462597,6e1e17a2b82bf30198f01550710e42f4
baseline_efficientnet_b3_img288_20260328_213015 | baseline_resnext50_32x4d_img224_20260328_222704,2,geom,0.95,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.9737, 'baseline_resnext50_32x4d_img224_20260328_222704': 0.0263}",0.9152493888462597,6e1e17a2b82bf30198f01550710e42f4
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846,2,geom,1.0,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.9737, 'baseline_convnext_tiny_img320_20260328_233846': 0.0263}",0.9152493888462597,9f31490fe97fe74649e0e136954de2ad
baseline_efficientnet_b3_img288_20260328_213015 | baseline_convnext_tiny_img320_20260328_233846,2,arith,1.05,"{'baseline_efficientnet_b3_img288_20260328_213015': 0.9673, 'baseline_convnext_tiny_img320_20260328_233846': 0.0327}",0.9152493888462597,9f31490fe97fe74649e0e136954de2ad
